actual,predicted
0.99933,27.884817
80.07122,71.19978
124.58143,64.470215
80.02429,66.67979
78.11338,71.084404
73.73891,86.08962
40.05455,57.090027
48.05758,60.210377
1.99866,18.358284
55.3154,93.76014
0.99933,20.394835
10.452,7.901724
0.0,18.486322
113.82468,119.24
70.76865,73.315445
85.28294,75.62967
10.452,8.666477
116.83587,88.2428
28.82374,30.951239
21.96054,65.441956
0.99933,4.4774017
110.50618,101.64894
2.32267,1.2687569
1.16133,9.548429
9.86249,16.111904
108.89646,107.01051
29.20234,67.07357
78.23065,55.127193
17.42001,9.76105
77.47813,69.87411
7.31931,3.518886
30.44947,20.244806
90.90955,52.848553
5.64466,19.098124
70.14025,73.16928
64.42523,66.287544
73.96172,59.035545
6.9953,4.184447
105.32733,94.76095
124.06227,107.89535
43.78506,79.6317
70.24682,117.267624
5.21715,15.092156
107.08841,107.33904
7.99462,26.276646
5.78965,10.686598
36.27514,83.67455
109.52846,112.677025
3.3506,12.290825
65.17539,70.88114
50.10765,56.663612
4.70254,31.406654
42.84742,75.11254
16.75298,9.427375
4.83594,31.477531
62.68498,31.698606
0.0,6.1083717
0.0,0.10044992
8.12934,12.177652
50.72576,61.266033
48.84282,72.05682
82.38131,68.34817
56.75743,34.805367
128.30347,113.02318
33.25946,59.383427
128.25087,81.714195
118.6089,97.805565
3.67461,14.2864
129.52431,114.353455
63.18122,50.111607
121.16997,93.98608
0.0,18.825731
80.52372,66.68376
96.37388,91.611435
5.48266,10.688266
82.76538,59.14311
42.70123,25.506987
8.34724,19.324228
132.4758,92.063774
50.83057,52.70118
126.78123,113.232475
56.18811,78.285934
12.05045,12.1446295
114.60187,80.65082
86.28639,104.74517
72.87989,68.7602
40.57746,75.15674
46.11034,63.966835
2.16066,2.6422486
59.99363,34.371063
38.06748,27.432667
99.48977,68.31313
71.59876,115.09715
0.0,1.5172534
1.16133,7.8809056
130.01456,122.23275
118.95603,119.93363
15.69515,16.398502
3.86521,12.0834675
83.1502,72.54182
54.32036,40.244675
0.0,11.228454
0.0,23.676779
100.10637,115.37833
57.72106,59.247147
126.33353,119.79313
2.99798,19.544922
39.05522,40.618393
99.42078,91.21859
5.99597,4.8257914
3.5126,10.551804
1.16133,12.48523
60.52427,61.736675
5.99597,6.982204
63.89772,89.015205
9.29067,16.813116
0.0,26.414185
23.44775,23.206497
38.2085,20.32995
10.29,8.512578
132.57929,115.49967
2.99798,16.437397
1.99866,22.06045
119.64742,105.73012
6.968,27.310362
56.29422,58.384815
57.82868,102.06999
0.99933,27.348036
34.28228,65.0536
16.15125,15.416099
1.99866,11.294805
106.48998,108.24571
109.17684,98.779785
54.75298,39.573475
106.02285,90.87679
12.12665,12.80616
113.89858,95.977325
0.0,23.9292
45.58251,61.628338
0.0,11.854943
69.77543,59.71253
4.64533,10.738319
8.99395,24.324192
2.35127,3.4905257
34.99909,66.26564
4.64533,5.0483284
80.22331,67.716995
9.29067,12.587428
0.0,9.543006
76.54149,77.23665
50.41532,34.209232
123.04843,114.79269
0.99933,15.200033
77.40684,70.00102
77.30846,102.699745
74.38157,66.745186
68.83256,71.66407
116.49254,112.41236
7.13449,24.89182
101.26441,110.84166
6.968,10.78677
1.16133,17.952246
88.16454,86.73776
2.32267,11.580185
0.99933,21.854778
127.55337,88.34403
26.09955,16.89388
2.32267,10.535713
53.22452,73.63841
0.99933,12.4376745
5.64466,13.204151
13.04977,5.1278925
115.05349,106.33148
34.03578,28.101933
124.28497,114.09941
133.00612,114.94062
113.43866,119.950745
0.99933,25.355804
59.32212,56.21738
26.66177,49.57453
40.85007,56.655354
83.65193,71.669586
74.57222,80.16142
59.09169,48.10112
33.50597,31.726002
0.99933,26.697607
12.12665,6.692236
94.62752,102.753174
67.46946,40.15218
24.4439,48.610786
13.6692,15.08287
57.80948,55.86417
53.32353,58.147236
83.3762,67.069016
6.968,5.47173
65.99769,38.984
129.35239,111.467384
1.99866,9.496398
65.25148,117.32645
6.968,3.918597
81.73725,70.15681
10.12799,13.312693
108.88044,109.85248
33.39156,58.621513
31.90752,69.738045
43.19435,41.947403
33.98369,57.46366
5.05515,20.535217
88.15133,108.05072
70.60074,121.46119
0.0,12.862252
109.47637,81.57869
97.20223,79.470436
69.4465,111.9182
80.48745,88.44044
122.86592,104.853035
76.90151,69.620834
85.11197,53.196102
4.64533,9.637588
1.16133,4.2182198
11.61334,8.834252
3.99731,9.287415
73.44381,132.46135
5.51126,3.0270672
0.99933,10.933536
4.34992,5.4949083
1.99866,8.1640415
48.88911,35.55711
6.806,5.8937097
66.30943,62.673153
29.95647,31.52166
